<new sheet>
sheet_name: DBUs
,4.08 Assets and Liabilities of the Commercial Banks (a) - Monthly,,,,,,,,,,,,,,,,,,,

,Assets and Liabilities of Domestic Banking Units (DBUs),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S,,,,,,,,,,,,,,,,,,
,,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks Abroad,Investments,,,,Loans and Advances,,,,,,Fixed and Other Assets  (b)(d),Total Assets or Liabilities ,Percentage of Liquid Assets to Demand Deposits (e),Percentage of Loans & Advances to Total Deposits
,,,,,,,Govt. of Sri Lanka Obligations,,,Other Investments (c),Bills Purchased and Discounted,,,Overdrafts,Loans,Total Loans and Advances,,,,
,,,,,,,Treasury Bills ,Treasury Bonds (b), Other Govt. Securities ,,Local,Imports,Exports,,,,,,,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-19,-20
,2020-10-01 00:00:00,195914.791038,230410.737386,78237.345374,29549.290459,641068.05059,783303.0747624299,1186898.8967913084,531499.2583010017,104892.968929,2738.45652,6343.77636,17120.537137,1203818.868746,5494948.569314,6724970.208077,797230.313142,11303974.934849741,572.2143533054395,78.27793818292096
,2020-11-01 00:00:00,196860.147219,259533.758201,100002.306656,29077.024275,643458.024107,748116.444035,1179228.0649511807,568027.1684058192,95803.014213,2685.835228,5544.101932,17042.534208,1242746.17228,5565747.78158,6833766.425228,824766.542033,11478638.919324001,564.5097155348865,78.437251879511
,2020-12-01 00:00:00,193797.822601,290368.591626,83792.227159,30662.869741,702852.343743,777239.171992,1429346.449671,581087.682091,91247.455777,4103.262313,4533.401486,18781.639394,1077665.837847,5660471.89249,6765556.033530001,779487.380981,11725438.028912,550.0136754435879,75.41369563726758
,2021-01-01 00:00:00,198821.657783,224699.523715,97200.625974,29657.87838,702113.137392,782703.635107,1477929.03597804,586655.2582,98572.188067,5175.899023,4997.437773,17986.185707,1229361.727052,5659608.20058,6917129.450135,801834.308615,11917316.69934604,573.7825606515186,76.04407136141506
,2021-02-01 00:00:00,193725.492478,277145.464634,98493.68010307351,31887.267236,725318.07198721,704001.300736,1503492.0993695802,598539.746923,104665.425148,5103.849089,5427.18699,19208.111691,1249363.448875,5719281.03371,6998383.6303550005,831162.378116,12066814.557085864,571.292473613459,75.82589507616369
,2021-03-01 00:00:00,227776.931751,244861.117982,110135.344172,29928.117852,729816.045408,687137.26222854,1468300.899633,617321.190797,99506.847252,4756.817521,5236.86924,17121.56523,1346682.715318,5826396.98058988,7200194.94789888,826242.85372396,12241221.55869838,545.1751326750409,76.68664482556086
,2021-04-01 00:00:00,226903.51186,249188.170004,73559.239515,29823.5258,734710.155674,706119.466765,1554767.5465413202,609676.132427,119984.437074,4531.121539,6111.382276,14932.047076588051,1294711.6233578299,5873370.390476,7193656.564725418,837432.7809131215,12335821.53129886,564.7985143956851,75.69640818349173
,2021-05-01 00:00:00,228303.678347,203601.546102,96586.767055,29736.957879,747470.42391166,727736.270474,1520031.699337,613944.0998411999,116014.873451,4606.477689,5826.539344,15033.195514,1375938.34152,5914522.251873209,7315926.805940209,848409.479426,12447762.601764068,565.4694665535274,76.46985584535312
,2021-06-01 00:00:00,238213.55255,239904.420824,122510.372929,29917.809366,794484.433802,688257.543448,1516692.933086,585271.262456,110247.460907,4086.741476,6043.462486,14214.503704,1435680.656318,6003969.880533,7463995.244517,862409.237166,12651904.271051,544.851647462561,76.81493245866777
,2021-07-01 00:00:00,219878.88066,216088.484412,112891.076438,30846.386635,866918.11001451,663444.015436,1573438.149577,533366.567631,110203.75596930001,3409.790909,7843.45781,14586.725484,1539347.256465,6043460.138863,7608647.369531,885281.284698,12821004.081001809,537.4006620209883,77.1763918784056
,2021-08-01 00:00:00,216955.67501,217727.741197,110603.318487,30917.241526,980365.00865071,640092.104646,1513731.32035331,578459.217512,114583.37348295999,3959.634079,9479.240055,17675.531865,1618549.221225,6121469.868926,7771133.49615,881431.355855,13055999.85286998,533.2502552247064,77.39318110642738
,2021-09-01 00:00:00,234368.569958,399493.022552,105109.138082,30884.320628,898419.411589,530477.135398,1497350.546603,534094.148026,121868.852299,3535.566229,8393.912032,18416.11814,1587820.509799,6174255.13364,7792421.23984,878429.214986,13022915.599960998,564.9029752670654,77.79540659158937
,2021-10-01 00:00:00,233340.004148,375675.159252,167643.752955,31613.980138,743704.897615,539703.898732,1550459.48844,535983.337075,122313.40541765305,3242.530595,9012.646049,17605.255943,1586414.1048615,6369955.718828,7986230.2562765,887322.1512185,13173990.331267655,497.9329623625417,78.83354708311383
,2021-11-01 00:00:00,234387.810834,433160.596924,123922.37279406,33680.376792,710962.134223,543071.944321,1593587.85267153,511268.898238,120174.962571,3670.470682,8254.837642,18543.389882,1503235.698197,6474798.35281,8008502.749213,907368.501615,13220088.20019659,507.2109339077056,79.13820915190645
,2021-12-01 00:00:00,220649.415819,398542.800428,123413.651786,35537.868907,663891.475827,577515.864508,1584961.573978,499579.550587,117093.59708,4377.861366,5749.777922,19572.888314,1543965.427238,6634344.837776,8208010.7926159995,898233.103688,13327429.695224,451.5346584709609,80.19692856689109
,2022-01-01 00:00:00,254671.914695,385336.426212,120494.858546,34682.372971,684232.988422,597852.4649518301,1734345.6842340801,478226.161387,124534.487132,5356.094675,7272.838643,19587.270816,1361603.552297,6705152.929365,8098972.685796,988623.55809501,13501973.60244192,446.94210315112804,78.81027372468668
,2022-02-01 00:00:00,247236.775354,344317.531178,121853.205837,35795.974581,631020.976458,621841.562938,1829404.24247,478110.503861,122245.228889,5525.632931,7670.343202,21738.995531,1326935.621065,6736120.800476,8097991.393205,1044710.329858,13574527.724628998,461.66734187963846,78.30330179867359
,2022-03-01 00:00:00,281791.40047746996,379996.64559,116064.257295,35666.205849,1015411.436072,657732.223764,1885658.684563,619813.998034,116158.824748,7728.207766,11241.557693,29868.845462,1196860.090978,7206698.821521,8452397.52342,1187866.757206,14748557.957018472,494.56815744657615,75.44147206980807
,2022-04-01 00:00:00,295938.085683,468826.930834,81843.713705,35825.505794,1267848.1898,514709.145539,1829102.46413261,723171.477354,113308.65661,7474.639107,15479.274789,33116.10956,1053060.647496,7454902.688583535,8564033.359535536,1308654.486498,15203262.015485145,518.750453647842,74.10564159294604
,2022-05-01 00:00:00,337012.319974,429102.984624,62254.184862,35721.552667,1333243.0480598998,402990.2928115131,1897897.974757,731714.434464,116617.917595,7101.923361,16237.071005,34208.333398,1047002.223259,7503535.066498,8608084.617521,1272842.274469,15227481.601804413,511.5185481585597,74.48781411207344
,2022-06-01 00:00:00,317305.380729,535679.602676,67810.215072,33944.135338,1316205.465209,373430.1117,1933403.675935,738345.649796,115567.89012615097,5845.17888,18230.724123,35917.162909,1052805.225365,7506655.137684,8619453.428961,1243416.851764,15294562.40730615,542.3618468679472,74.27307220233618
,2022-07-22 00:00:00,302657.874261,583751.509675,64631.114658,32858.384125,1264691.909572,389274.843278,2011041.3830953601,689735.5427990601,116602.136498,5258.43799,19881.621037,31626.778234,954041.719712,7566819.386854,8577627.943827,1312220.312639,15345092.95442742,555.6012037416159,73.66148125395402
,2022-08-22 00:00:00,318755.749303,613348.753885,60447.583353,32584.916268,1194627.001309,469669.231144228,2067822.0602392699,721814.960225,119786.083296,4050.712393,11024.173317,30815.896586,917125.5149177384,7488824.016784825,8451840.313998563,1285518.056671,15336214.709692065,548.1446866208533,72.03190973247196
,2022-09-22 00:00:00,301794.562747,635753.363713,78420.381261,32049.107222,1309285.132811,498188.262331,2219910.324808,645311.42858,120651.12156022999,1940.916634,8433.206782,32312.058871,918941.92195,7452914.219096,8414542.323333,1342387.474777,15598293.48314323,557.7008742677107,71.05720655906697
,2022-10-22 00:00:00,335211.21150371,625382.24573,71708.062251,32545.417804,1228167.7986224198,493701.042827035,2296150.465284781,638625.949225,119291.886974,2098.131609,7420.0139,28880.213038,928562.515553,7554601.463536,8521562.337636,1373774.263093,15736120.680950947,590.4549024998594,71.79302577480686
,2022-11-22 00:00:00,292024.70577,618449.152364,122758.49105,30670.302207,1169463.2097138,575608.2617522603,2374784.933644,665092.885472,119918.759486,2213.34192496,7012.614276,29416.515263,917188.291774,7514425.372691,8470256.13592896,1401856.8085086364,15840883.645896656,584.3643232936746,70.54505230249946
,2022-12-22 00:00:00,284525.464932,630940.74424,139329.842467,32727.732369,1131212.522712,624935.02746,2461325.166215,639320.762591,119805.333646,2002.606325,6733.926242,25515.514452,921836.56958,7441119.14658,8397207.763179,1423014.636657,15884344.996468,610.2135667538929,69.64787762796323
,2023-01-22 00:00:00,299567.457497,615083.44636,116886.13663,31398.79354,1152261.01865,760129.717286,2522640.275758,634964.101223,120112.07921,2016.684152,6458.360059,22688.514672,885937.890739,7390356.854127,8307458.303749001,1442594.799791,16003096.129694,668.9388977206343,68.70587848783909
,2023-02-22 00:00:00,246961.100505,543255.156702,92700.334219,31315.66972,1092504.9849058401,790969.693894,2760431.97114,595262.055514,121525.999353,1966.357257,6105.243951,23317.24744,905157.953631,7305626.091022,8242172.893301,1468263.365754,15985363.22500784,715.0880762235065,68.27269660522035
,2023-03-22 00:00:00,281366.972392,518988.367598,76901.913334,28813.868768,997928.241139,908510.560531,2750232.543134,543538.37961,122565.819799,1413.315817,5660.073978,20620.262607,889415.394948,7163080.142646,8080189.189995999,1419806.764695,15728842.620996002,720.1413717977687,67.7285609610223
,2023-04-22 00:00:00,289523.576532,495336.099285,112497.152164,29260.203697,1094509.296275,949604.837514,2804751.304112,536539.222295,119600.612384,1578.030733,5750.343144,21343.306306,885606.207975,7094599.852186,8008877.740344,1531255.51677,15971755.561371999,719.824142405615,66.52091616372302
,2023-05-22 00:00:00,275896.939586,503454.818054,80952.620538,30047.754274,881885.362525,1141373.493988,2861937.46908422,526663.084554,118471.083633,1679.588699,5450.608116,19043.860792,869954.6493,6983063.853138,7879192.560045,1496483.902506,15796359.088787219,701.7866038162812,65.58029816075268
,2023-06-22 00:00:00,278261.469181,510327.97082,89188.200959,32237.08304,944696.655396,1290685.042901,2736395.758491,565081.748667,122023.386066,1133.891004,5231.994372,20808.62066,866280.445112,7057296.58618,7950751.537327999,1581686.805125,16101335.657974,719.7255124169418,64.97153231508429
,2023-07-22 00:00:00,272666.98493,468165.195217,83252.266294,29634.047011,1065036.491779,1281319.99670659,2884952.138758,594141.542821,124064.807198,750.287202,5455.076583,21377.905236,863119.55630908,7087179.50513596,7977882.3304660395,1556789.79177534,16337905.592955971,744.9961953613131,64.17696328968032


,,,,,,,,,,,,,,,,Rs. Million,,,,
,End of period,L I A B I L I T I E S,,,,,,,,,,,,,,,,,,
,,"Paid-up Capital, Reserve Fund and Undistributed Profits",Demand Deposits,,,,,Time and Savings Deposits,,,Total All Deposits,,,Borrowings,,Other Liabilities,,,,
,,,Inter-bank,,Govt. of     Sri Lanka,Resident Constituents,Non Resident Constituents,Govt. of Sri Lanka,Resident Constituents,Non Resident Constituents,Demand,Time and Savings,Total,Domestic InterBank (g),Foreign,,,,,
,,,Domestic,Foreign,,,,,,,,,,,,,,,,
,,-21,-22,-23,-24,-25,-26,-27,-28,-29,-30,-31,-32,-33,-34,-35,,,,
,1995-12-01 00:00:00,33459.76107,28.025213,259.971505,8231.728562,32970.429019,1085.516889,1251.528605,153319.166763,31085.294477,42575.671188,185655.98984499997,228231.66103299998,14259.517261,2783.677031,56778.971079,,,,
,1996-01-01 00:00:00,34543.004915,51.398709,789.014508,7837.808598,32480.144025,1136.516464,1724.817096,154306.501998,30654.783199,42294.882304,186686.102293,228980.984597,14120.905752,2341.02903,56748.641675,,,,
,1996-02-01 00:00:00,35033.53141,47.497158,443.441775,7068.134192,34885.712434,983.282012,1597.894118,156759.13881,30869.23007,43428.06757100001,189226.262998,232654.33056899998,17729.257821,4179.600287,57623.193309,,,,
,1996-03-01 00:00:00,35560.92468,13.20481,810.803225,6864.444577,36698.295305,1419.573678,1879.373538,157381.776405,30872.993054,45806.321595,190134.14299700002,235940.464592,17394.765098,3174.417173,59744.578397,,,,
,1996-04-01 00:00:00,35767.743239,36.096371,584.070817,8547.851008,35944.382967,1378.502181,1786.972517,162416.394398,31505.942974,46490.903344,195709.309889,242200.213233,16553.155618,4230.758797,58465.277946,,,,
,1996-05-01 00:00:00,36031.493234,328.174756,626.041409,8275.968475,33700.907814,1498.818548,1682.294388,165452.713808,31946.107442,44429.911002,199081.11563800002,243511.02664000003,17410.192107,3516.370581,57919.390635,,,,
,1996-06-01 00:00:00,36336.836064,10.423288,377.058734,6772.625347,33109.379218,1412.593113,1815.027653,164451.102155,32572.742342,41682.0797,198838.87215,240520.95185,19898.742462,3561.104921,56172.03296,,,,
,1996-07-01 00:00:00,36648.119246,276.273756,466.213787,8179.182124,34062.056059,1674.790453,1785.25209,163883.607304,32887.301888,44658.516179000006,198556.16128200002,243214.677461,19456.542892,3509.699066,63034.2495,,,,
,1996-08-01 00:00:00,34932.59395,719.235699,598.143976,7506.175217,33519.240329,1505.741886,1774.757926,163911.678096,33891.388294,43848.537107000004,199577.82431599998,243426.361423,20502.878719,4009.06128,62573.322828,,,,
,1996-09-01 00:00:00,35307.253967,18.752354,923.750539,9304.8624,34351.204293,1681.844455,1737.583643,165065.494051,34514.272707,46280.414041,201317.35040099997,247597.76444199999,20510.559286,4704.411318,65024.811748,,,,
,1996-10-01 00:00:00,37317.203416,16.548269,790.193609,8803.96169,32557.738824,1656.76555,1890.722757,168841.30166,34212.266712,43825.20794199999,204944.29112900002,248769.49907100003,24622.466041,3327.541052,61685.838619,,,,
,1996-11-01 00:00:00,38761.596432,16.694163,1005.856588,9335.934265,33683.833796,1284.449824,1784.051624,169950.624648,34776.160265,45326.768636,206510.83653700002,251837.60517300002,27271.286897,3029.850526,57797.084988,,,,
,1996-12-01 00:00:00,39237.696816,3.595163,949.919664,10868.568891,35515.712278,1529.092869,2033.225167,174997.814424,36008.8832,48866.888865,213039.922791,261906.81165599998,26208.381258,1986.546496,60456.936834,,,,
,1997-01-01 00:00:00,40079.309275,12.582951,881.055919,9333.986892,36159.83317,1185.142638,1901.621812,175267.845188,36857.507518,47572.60157,214026.974518,261599.576088,25931.994542,2613.007076,57761.443539,,,,
,1997-02-01 00:00:00,40863.62131,16.503849,713.674509,8775.358171,34864.696418,1126.848131,2349.432063,177370.007323,36985.867579,45497.081077999996,216705.306965,262202.388043,26247.812869,3114.503167,58967.751251,,,,
,1997-03-01 00:00:00,41055.879658,98.388633,625.737289,7936.153975,36617.811303,1390.913009,2590.792578,179829.125793,37720.742112,46669.004209000006,220140.660483,266809.664692,26290.195454,4801.71377,63537.014818,,,,
,1997-04-01 00:00:00,41565.542796,77.779782,659.544121,7806.239392,36891.437906,1110.103879,2737.747417,180774.03797,38470.463962,46545.10508,221982.24934900002,268527.354429,25676.304779,5262.734509,61597.075606,,,,
,1997-05-01 00:00:00,40829.961223,54.483572,571.912418,9184.683441,37203.471059,1112.208414,2842.423955,181947.388641,38269.725572,48126.758904,223059.538168,271186.297072,25886.482859,4594.397923,67900.069656,,,,
,1997-06-01 00:00:00,41012.55951,15.143983,604.273018,8472.535182,36938.040267,1090.841789,3113.748511,185433.90969,37881.044861,47120.834238999996,226428.70306200002,273549.53730100003,24953.949418,5244.974697,70039.692547,,,,
,1997-07-01 00:00:00,41680.183144,34.370774,645.008797,10481.822244,36793.991639,1075.139001,3172.205376,188066.114641,39313.834954,49030.332455,230552.15497099998,279582.487426,23274.405269,3731.331794,71358.003425,,,,
,1997-08-01 00:00:00,42385.917925,16.374592,680.189737,8896.67248,37006.27636,1299.269465,3613.160365,190920.65621,39240.979468,47898.782634,233774.79604299998,281673.578677,24084.926659,3942.251591,69732.575611,,,,
,1997-09-01 00:00:00,43933.473733,109.830998,566.809321,8851.577948,38464.044749,1260.276181,3740.574851,194707.099813,39819.712287,49252.539197,238267.38695100002,287519.926148,22699.651234,3586.301866,71602.439428,,,,
,1997-10-01 00:00:00,43317.253193,40.040528,636.761639,8444.983428,38812.258217,1358.439667,3751.598179,196277.246331,40228.837258,49292.483479,240257.681768,289550.165247,23335.445874,4370.270739,73890.515417,,,,
,1997-11-01 00:00:00,43001.799376,20.576052,605.685625,9481.898424,37704.510958,1334.772177,3876.747036,198988.91358,40588.578696,49147.443236,243454.239312,292601.682548,22742.366367,4462.006879,71113.470042,,,,
